,Text,encoded_Author
198,Novell Inc. said Tuesday it will license one of its key technologies to other software companies in a move to expand its sources of revenue.,25
199,The board of directors of WMX Technologies Inc. Wednesday rallied around its Chief Executive Phillip Rooney following a direct attack on his leadership by a major stockholder.,22
200,Tumbling trade barriers are triggering huge telecoms alliances as companies struggle to straddle the world and offer lucrative services to multinational companies.,24
201,"China warned Taiwan on Wednesday not to seek independence from the communist mainland, hinting the island would meet disaster if Taipei insisted on splitting from the motherland.",43
202,The fragile health of China's 92-year-old paramount leader Deng Xiaoping on Wednesday stirred intense speculation among Japanese and Hong Kong newspapers after the country's leaders cut short out-of-town trips.,14
203,"Australian Treasurer Peter Costello on Wednesday announced the biggest financial reforms the country has seen since 1983, loosening restrictions on bank and life office mergers and foreign takeovers of banks.",4
204,"Toronto stocks finished one percent higher for a second consecutive session on Wednesday, fueled by investor enthusiasm following strong corporate earnings.",26
205,Ford Motor Co. Wednesday threatened to halt production at three plants in Michigan and Ohio if Johnson Controls Inc. and the United Auto Workers did not work out a solution to a nine-day strike.,48
206,"A key consultant's report on Tuesday shed more light on how tampering occurred at the worthless Busang gold project in Indonesia, once touted by Canada's Bre-X Minerals Ltd. as the strike of the century.",6
207,Microsoft Corp Chief Financial Officer Mike Brown Monday said he expected the company's revenues to rise sequentially in the next two quarters from the $2.3 billion reported for the three months ended September 30.,31
208,"A bullish Zeneca Group Plc set out its declaration of independence on Wednesday, predicting years of strong profit growth on the back of robust sales of new drugs and agro-chemicals.",19
209,Australian paper and packaging group Amcor Ltd on Thursday reported a big fall in half-year profit and said higher paper prices and fatter margins were still over six months away.,30
210,"Prudential Corp said on Tuesday its injection of funds into Scottish Amicable's life fund had probably clinched its bid for the mutually-owned life company, Prudential chief executive Sir Peter Davis told Reuters.",17
211,"Hong Kong's future leader Tung Chee-hwa met a political opponent on Monday he has accused of badmouthing Hong Kong abroad in the run-up to Chinese rule, holding talks that appeared to strike a conciliatory note.",45
212,"Volkswagen AG's Czech unit Skoda Automobilova a.s. launched its first up-market post-Communist model on Sunday, the ""Octavia"" sedan, with a street party in Prague's Old Town Square.",18
213,NatWest Bank admitted on Thursday that its multi-million pound derivatives losses totalled nearly twice the amount initially thought and revealed the problem had begun as long ago as December 1994.,2
214,U.S. Senators on Tuesday sharply criticized a new Securities and Exchange Commission rule forcing companies to disclose their use of derivatives.,0
215,Zaire's embattled President Mobutu Sese Seko went into a mini-summit in Gabon with a handful of fellow French-speaking African presidents on Thursday to try to find a peaceful end to the war threatening his capital.,32
216,MCI Communications Corp. said Monday it reached a 10-year deal with NextWave Telecom Inc. that thrusts MCI into the top tier of U.S. wireless communications providers.,9
217,"Officials in a central Chinese region have issued an action plan to stamp out worship by the underground Catholic church loyal to Rome, a U.S.-based church group said on Saturday.",14
218,Shares in Britain's second biggest supermarket chain J. Sainsbury Plc rose on Wednesday after the group held out hope of an improved performance despite a fall in half year profits and sluggish sales.,16
219,"Demands for cheaper telephone services by businesses would drive liberalisation in the telecommunications markets of the APEC region, said Larry Irving, a telecommunications adviser to U.S. President Clinton",23
220,"Russia removed a layer of secrecy from its huge Sukhoi Log gold field and invited investors on Thursday to tap the Siberian El Dorado, which could significantly boost Russian gold output for years to come.",28
221,"""Don't puff up an ox skin,"" Chinese say to braggarts, but in the Year of the Ox, China expects to have much to puff about.",43
222,Ford Motor Co. said Wednesday that its profit jumped 82 percent to $1.2 billion in the fourth quarter as it rebounded from product launches that held profits down a year earlier.,48
223,"A decade ago, Chinese publishers were still putting type in place by hand, painstakingly selecting one character at a time from thousands of inky stereotypes.",43
